"wine_name","style"
"Simbolic 2012 16 Crianza Red","Medium-Bodied Red Wines"
"Girolamo Russo 2012 A Rina Rosso","Medium-Bodied Red Wines"
"Graci 2012 Bianco","Light-Bodied White Wines"
"Tasca d'Almerita 2010 Rosso del Conte Red","Full-Bodied Red Wines"
"Spadafora 2012 Don Pietro Red","Full-Bodied Red Wines"
"Feudo di Santa Tresa 2013 Cerasuolo di Vittoria Classico","Medium-Bodied Red Wines"
"Firriato 2011 Quater Red","Full-Bodied Red Wines"
"Principe Pallavicini 2014 Frascati","Light-Bodied White Wines"
"Tenuta Vitalonga 2014 Elcione","Medium-Bodied Red Wines"
"Vignemastre 2012 Dardo Red","Medium-Bodied Red Wines"
"Barbi 2014 Abboccato","Aromatic White Wines"
"Barbi 2014 Archè","Light-Bodied White Wines"
"BBQ Wine Company 2013 Oink! White","Light-Bodied White Wines"
"Castellani 2013 Guadalmare","Medium-Bodied Red Wines"
"Feudi del Pisciotto 2011 Baglio del Sole White","Full-Bodied White Wines"
"Murgo 2011 Etna","Medium-Bodied Red Wines"
"A-Mano 2011 White","Aromatic White Wines"
"Gentilini 2007 Unique Blend Red Red","Full-Bodied Red Wines"
"HammerSky NV Open Invitation Estate Grown Red","Medium-Bodied Red Wines"
"Bodegas Langa 2013 Pieza el Coll Red","Medium-Bodied Red Wines"
"Finca La Estacada 2007 Varietales Red","Medium-Bodied Red Wines"
"Castel Montplaisir 1997 Red","Full-Bodied Red Wines"
"Jardin 1999 Chameleon White","Light-Bodied White Wines"
"Santa Ema 2012 Rivalta Red","Medium-Bodied Red Wines"
"Poggio Scalette 2013 Capogatto Red","Full-Bodied Red Wines"
"Marchesi Torrigiani 2011 Chianti","Medium-Bodied Red Wines"
"Allegrini 2011 Valpolicella Ripasso","Full-Bodied Red Wines"
"Allegrini 2012 Valpolicella","Medium-Bodied Red Wines"
"Velocity Wine Cellars 2005 Velocity Red Red","Medium-Bodied Red Wines"
"Vie di Romans 2009 Flors di Uis White","Aromatic White Wines"
"Tulip Winery 2013 White Franc White","Aromatic White Wines"
"Bodegas Rafael Cambra 2012 El Bon Homme Red","Full-Bodied Red Wines"
"Tulip Winery 2013 White Tulip White","Aromatic White Wines"
"Pojer & Sandri 2005 Besler Biank White","Aromatic White Wines"
"Heringer 2012 Insieme 49.41.10 Red","Medium-Bodied Red Wines"
"Tertulia 2012 Ryan's Reserve Riviere Galets Estate Vineyard Red","Full-Bodied Red Wines"
"Tinhorn Creek 2013 Oldfield Series 2Bench White","Full-Bodied White Wines"
"Torrevento 2012 Faneros Red","Full-Bodied Red Wines"
"Casa Sola 2011 Riserva","Medium-Bodied Red Wines"
"Casaloste 2013 Chianti Classico","Medium-Bodied Red Wines"
"Gorka Izagirre 2014 White","Aromatic White Wines"
"Castello di Querceto 2014 Chianti Classico","Medium-Bodied Red Wines"
"Castello Vicchiomaggio 2014 San Jacopo","Medium-Bodied Red Wines"
"Domaine des Terrisses 2015 Grande Tradition White","Full-Bodied White Wines"
"Castellani 2013 Guadalmare","Medium-Bodied Red Wines"
"Monterotondo 2012 Vaggiolata","Medium-Bodied Red Wines"
"Le Bèrne 2011 Riserva","Full-Bodied Red Wines"
"Domaine Rives-Blanques 2016 White","Aromatic White Wines"
"Domaine des Terrisses 2006 Blanc Sec Terre Originelle White","Light-Bodied White Wines"
"Domaine des Terrisses 2007 Grand Tradition White","Full-Bodied White Wines"
"Planeta 2007 La Segreta Red","Medium-Bodied Red Wines"
"Schulz 2006 Samuel's Cuveé Red","Medium-Bodied Red Wines"
"Tasca d'Almerita 2005 Camastra Red","Full-Bodied Red Wines"
"Heron Hill 2015 Eclipse White","Aromatic White Wines"
"Jermann 2014 Where Dreams Have No End White","Aromatic White Wines"
"Le Vigne 2014 Cuore Della Vigna Red","Full-Bodied Red Wines"
"Martinshof 2016 Gemischter Satz White","Full-Bodied White Wines"
"Tzuba 2006 Metsuda Reserve Kosher Red","Medium-Bodied Red Wines"
"La Bodega de Pinoso 2009 Flos de Pinoso Made With Organic Grapes Macabeo & Airén White","Aromatic White Wines"
"Lake Chelan 2006 Maximum III Red","Full-Bodied Red Wines"
"Seven Daughters 2014 Rich Red Winemaker's Blend Red","Medium-Bodied Red Wines"
"Heibel Ranch 2010 Lappa's Red","Full-Bodied Red Wines"
"Seven Daughters NV Rich Red Winemaker's Blend Red","Medium-Bodied Red Wines"
"Mangiacane 2009 Riserva","Full-Bodied Red Wines"
"Les Mines 2011 Red","Medium-Bodied Red Wines"
"Ouled Thaleb 2014 White","Full-Bodied White Wines"
"Pago Casa del Blanco 2005 Quixote Merlot-Tempranillo-Petit Verdot Red","Full-Bodied Red Wines"
"Niner 2010 Twisted Spur Red","Full-Bodied Red Wines"
"Zephaniah 2010 Three Captains Red","Medium-Bodied Red Wines"
"Contucci 2010 Vino Nobile di Montepulciano","Full-Bodied Red Wines"
"Boscarelli 2010 Riserva","Full-Bodied Red Wines"
"Il Molino di Grace 2010 Il Margone Gran Selezione","Full-Bodied Red Wines"
"Rocca delle Macìe 2011 Riserva di Fizzano Gran Selezione Single Vineyard","Full-Bodied Red Wines"
"Castello di Bolgheri 2010 Varvàra","Full-Bodied Red Wines"
"Castiglion del Bosco 2008 Prima Pietra Red","Full-Bodied Red Wines"
"Rocca di Frassinello 2010 Maremma Toscana","Full-Bodied Red Wines"
"Le Macchiole 2010 Paleo White","Full-Bodied White Wines"
"Agricola Querciabella 2008 Camartina Red","Full-Bodied Red Wines"
"Terenzi 2008 Francesca Romana","Medium-Bodied Red Wines"
"De Lucia 2007 Campo di Fiori White","Light-Bodied White Wines"
"Leone de Castris 2004 Riserva Red","Full-Bodied Red Wines"
"Ferrari-Carano 2011 Bella Luna White","Full-Bodied White Wines"
"Brassfield 2012 Eruption Red","Full-Bodied Red Wines"
"Carlisle 2014 Compagni Portis White","Full-Bodied White Wines"
"Tenuta delle Terre Nere 2014 Rosato Red","Rosé Wines"
"Feudo Arancio 2007 Hekate 500ml White","Aromatic White Wines"
"Rizzi 2006 Frimaio 375ml White","Aromatic White Wines"
"Saggi 2007 Red","Medium-Bodied Red Wines"
"Vall Llach 2009 Embruix Red","Medium-Bodied Red Wines"
"Panarroz 2011 Red","Medium-Bodied Red Wines"
"Le Buche 2011 Olivi Coreno White","Light-Bodied White Wines"
"Monte Antico 2009 Red","Medium-Bodied Red Wines"
"Jamesport 2007 Jubilant Reserve Red","Full-Bodied Red Wines"
"Casa di Terra 2009 Lenaia Rosso Red","Full-Bodied Red Wines"
"Giorgio Meletti Cavallari 2008 Borgeri","Full-Bodied Red Wines"
"Tenuta Argentiera 2008 Poggio ai Ginepri","Full-Bodied Red Wines"
"Murrieta's Well 2008 The Spur Red","Medium-Bodied Red Wines"
"Poggio Morino 2008 Maremma","Medium-Bodied Red Wines"
"Zeni 2010 Barriques","Full-Bodied Red Wines"
"Almaviva 2013 Red","Full-Bodied Red Wines"
"Brian Carter Cellars 2007 Corrida Red Wine Red","Full-Bodied Red Wines"
"Celler Burgos-Porta 2007 Mas Sinén Coster Red","Medium-Bodied Red Wines"
"Costers del Priorat 2007 Pissarres Red","Medium-Bodied Red Wines"
"Lionel Osmin & Cie 2015 Villa Chambre d'Amour White","Aromatic White Wines"
"Naggiar 2011 Don Giovanni Red","Medium-Bodied Red Wines"
"Three Pines 2012 Black Granite Red","Full-Bodied Red Wines"
"Nivarius 2015 Nivei White","Light-Bodied White Wines"
"Qupé 2013 Red","Medium-Bodied Red Wines"
"Laurel Glen 2008 Reds Red","Medium-Bodied Red Wines"
"Arndorfer 2016 Vorgeschmack White","Aromatic White Wines"
"El Centimo 2010 Real Crianza","Medium-Bodied Red Wines"
"Elena Walch 2012 Kermesse Cuvée Red","Medium-Bodied Red Wines"
"Fazeli Cellars 2014 Uproar Red","Medium-Bodied Red Wines"
"Cecchi 2006 Coevo Red","Full-Bodied Red Wines"
"Podere Guado al Melo 2007 Bolgheri Superiore","Full-Bodied Red Wines"
"Poggio Mandorlo 2007 Ombre","Medium-Bodied Red Wines"
"Michele Satta 2007 Piastraia","Full-Bodied Red Wines"
"Capezzana 2004 Ghiaie della Furba Red","Full-Bodied Red Wines"
"Castello di Gabbiano 2006 Alleanza Red","Medium-Bodied Red Wines"
"Fossacolle 2007 Riesci Red","Medium-Bodied Red Wines"
"Giorgio Meletti Cavallari 2007 Impronte","Medium-Bodied Red Wines"
"Pratesi 2006 Carmione Red","Medium-Bodied Red Wines"
"Barberani 2012 Luigi e Giovanna","Aromatic White Wines"
"Fattoria La Ripa 2008 Gran Selezione","Full-Bodied Red Wines"
"Loacker 2012 Valdifalco","Full-Bodied Red Wines"
"Lone Madrone 2014 La Mezcla White","Full-Bodied White Wines"
"Santa Ema 2007 Amplus One Red","Medium-Bodied Red Wines"
"Banfi 2008 Centine White","Aromatic White Wines"
"Fox Brook NV Sweet Red Table Wine Red","Dessert & Fortified Wines"
"Merriam 2008 SNED Red","Medium-Bodied Red Wines"
"Weingut Frank 2016 Pinot & Co. White","Light-Bodied White Wines"
"Marqués de Cáceres 2013 Crianza","Medium-Bodied Red Wines"
"Cousiño-Macul 2009 Finis Terrae Red","Medium-Bodied Red Wines"
"Donna Olimpia 1898 2011 Bolgheri","Full-Bodied Red Wines"
"Olivi 2008 Le Buche Red","Medium-Bodied Red Wines"
"Tenuta Santo Pietro 2010 Viper Red","Full-Bodied Red Wines"
"Toad Hollow 2009 Erik's the Red Red","Medium-Bodied Red Wines"
"Bodegas Carchelo 2009 C Red","Medium-Bodied Red Wines"
"Recanati 2006 Kosher Yasmin White White","Aromatic White Wines"
"Tenuta Vitanza 2003 Quadrimendo Red","Full-Bodied Red Wines"
"American Roots 2005 Blue Red","Medium-Bodied Red Wines"
"Huguet de Can Feixes 2006 Can Feixes Blanc Selecció White","Aromatic White Wines"
"Marco Felluga 2013 Molamatta White","Aromatic White Wines"
"Uvaggio 2013 Zelo Rosso Red","Medium-Bodied Red Wines"
"San Pedro 2015 Sideral Red","Medium-Bodied Red Wines"
"Tressals 2014 Red","Medium-Bodied Red Wines"
"Bootstrap 2015 Red","Medium-Bodied Red Wines"
"Oso Libre 2011 Revolución Red","Full-Bodied Red Wines"
"Domaine Marcel Deiss 2013 Rouge Red","Full-Bodied Red Wines"
"Abadia Retuerta 2010 Selección Especial Red","Full-Bodied Red Wines"
"Fenestra NV True White Lot 1 White","Light-Bodied White Wines"
"Phipps 2010 Status Quo Red","Medium-Bodied Red Wines"
"Casa Belfi NV Bianco White","Light-Bodied White Wines"
"La Clarine Farm 2010 Piedi Grandi Red","Medium-Bodied Red Wines"
"Harbes Family Vineyard 2014 Proprietor's Reserve Red","Full-Bodied Red Wines"
"Domaine Rotier 2014 Les Gravels Red","Full-Bodied Red Wines"
"Baglio del Cristo di Campobello 2013 Adènzia Red","Full-Bodied Red Wines"
"Niel Santofimia 2011 Red","Full-Bodied Red Wines"
"Perticaia 2010 Montefalco Rosso","Medium-Bodied Red Wines"
"Tenuta Vitalonga 2011 Phiculle Red","Medium-Bodied Red Wines"
"Vignemastre 2010 Dardo Red","Medium-Bodied Red Wines"
"Lungarotti 2012 Torre di Giano White","Full-Bodied White Wines"
"Genoa 2011 Ketch Red","Full-Bodied Red Wines"
"Castello Monaci 2013 Liante Red","Full-Bodied Red Wines"
"Apothic 2015 White","Aromatic White Wines"
"Tabor 2014 Zohar Adama II White","Full-Bodied White Wines"
"Mas d'en Gil 2010 Coma Vella Red","Full-Bodied Red Wines"
"Rhous 2015 White","Aromatic White Wines"
"Lunadoro 2014 Prugnanello","Medium-Bodied Red Wines"
"Sauska 2010 Cuvée 113 White","Aromatic White Wines"
"San Pedro 2011 Epica Red","Full-Bodied Red Wines"
"Tenuta di Biserno 2008 Lodovico Red","Full-Bodied Red Wines"
"Marchesi Antinori 2009 Tignanello Red","Full-Bodied Red Wines"
"Torres 2010 Perpetual Red","Full-Bodied Red Wines"
"Vina Robles 2012 White4 White","Full-Bodied White Wines"
"J. Bookwalter 2009 Protagonist Red Red","Full-Bodied Red Wines"
"Tamarack Cellars 2008 Sagemoor Vineyards Reserve Red Red","Full-Bodied Red Wines"
"Gorman 2013 The Devil You Don't Know Red","Full-Bodied Red Wines"
"Le Salette 2012 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Left Bend NV Mashup Solera V. 1 Red","Medium-Bodied Red Wines"
"Elios 2015 Mediterranean White","Aromatic White Wines"
"Game of Thrones 2015 Red","Full-Bodied Red Wines"
"AronHill NV Quatre Melanges Red","Medium-Bodied Red Wines"
"Shiloh Winery 2009 Mor Red","Full-Bodied Red Wines"
"Casa di Terra 2011 Moreccio","Full-Bodied Red Wines"
"Château Musar 2010 Musar Jeune Red","Medium-Bodied Red Wines"
"Fattoria Mantellassi 2010 Poggio Etrusco","Medium-Bodied Red Wines"
"Fornacelle 2011 Zizzolo","Full-Bodied Red Wines"
"Monteci 2008 Costa delle Corone","Full-Bodied Red Wines"
"Tommasi 2007 Ca' Florian","Full-Bodied Red Wines"
"Monte del Frà 2009 Tenuta Lena di Mezzo","Full-Bodied Red Wines"
"Montecariano 2008 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Pieropan 2009 Vigna Garzon","Full-Bodied Red Wines"
"Tenuta Chiccheri 2008 Vigneto di Campo delle Strie","Full-Bodied Red Wines"
"Accordini Igino 2007 Le Bessole","Full-Bodied Red Wines"
"Viviani 2008 Casa dei Bepi","Full-Bodied Red Wines"
"Ernie Els 2016 Big Easy Red","Full-Bodied Red Wines"
"Paraduxx 2014 Pintail Red","Full-Bodied Red Wines"
"Desert Wind 2015 Estate Grown Ora Proprietary Red","Full-Bodied Red Wines"
"Sella & Mosca 1995 Tanca Farra Red","Medium-Bodied Red Wines"
"Terredora 1999 Aglianico d'Irpinia","Full-Bodied Red Wines"
"Sella & Mosca 1997 Riserva","Full-Bodied Red Wines"
"Bolla 1996 Amarone della Valpolicella Classico","Full-Bodied Red Wines"
"Sella & Mosca 1996 Raím Red","Medium-Bodied Red Wines"
"Noble Vines 2011 1 Red","Medium-Bodied Red Wines"
"Castello di Bossi 2012 Berardo Riserva","Full-Bodied Red Wines"
"Bolla 2013 Retro","Light-Bodied White Wines"
"Cipriana 2009 Bolgheri","Medium-Bodied Red Wines"
"Finca Allende 2009 Allende White","Full-Bodied White Wines"
"Mazzei 2009 Serrata di Belguardo","Medium-Bodied Red Wines"
"Tasca d'Almerita 2008 Leone d'Almerita White","Full-Bodied White Wines"
"Vistamar 2011 Enki Red","Medium-Bodied Red Wines"
"Beaulieu Vineyard 2012 Tapestry Reserve Red","Full-Bodied Red Wines"
"Cantine di Ora 2012 Amarone della Valpolicella","Full-Bodied Red Wines"
"Clos Teddi 2014 Grande Cuvée Red","Medium-Bodied Red Wines"
"Pizzorno 2011 Primo Red","Medium-Bodied Red Wines"
"Lagarde 2012 Guarda Blend Red","Medium-Bodied Red Wines"
"Villa Canestrari 2008 A","Full-Bodied Red Wines"
"Trabucchi d'Illasi 2006 Cent'Anni Riserva","Full-Bodied Red Wines"
"Terra Romana 2007 Cuvée Charlotte Red","Medium-Bodied Red Wines"
"Wesley Ashley 2007 Intelligent Design Cuvée Red","Medium-Bodied Red Wines"
"Bonny Doon 2009 Contra Red","Medium-Bodied Red Wines"
"Corte Giara 2016 Valpolicella","Medium-Bodied Red Wines"
"Guerrieri Rizzardi 2016 Tacchetto","Medium-Bodied Red Wines"
"Le Salette 2016 Valpolicella Classico","Medium-Bodied Red Wines"
"Longship 2015 Quinn Red","Medium-Bodied Red Wines"
"Palari 2010 Faro","Full-Bodied Red Wines"
"Notro 2010 Sangiovese-Bonarda Red","Medium-Bodied Red Wines"
"Goose Ridge 2009 g3 White","Light-Bodied White Wines"
"Andrew Peace 2009 Masterpeace Red Blend Red","Medium-Bodied Red Wines"
"Antica Corte 2010 White","Aromatic White Wines"
"Duca del Frassino 2010 Garganega and Pinot Grigio 3 liter BIB White","Aromatic White Wines"
"Fabbioli Cellars 2013 Amici & Amanti Red","Medium-Bodied Red Wines"
"Angosto 2012 La Tribu Red","Medium-Bodied Red Wines"
"Chacewater 2012 Highlander Red","Medium-Bodied Red Wines"
"I Custodi 2013 Pistus Rosso","Medium-Bodied Red Wines"
"Le Vigne di Eli 2012 Moganazzi Volta Sciara Rosso","Medium-Bodied Red Wines"
"Manenti 2013 Cerasuolo di Vittoria","Medium-Bodied Red Wines"
"Emiliana 2011 Gê Red","Medium-Bodied Red Wines"
"Can Blau 2011 Mas de Can Blau Red","Full-Bodied Red Wines"
"Vie di Romans 2012 Dut'Un White","Aromatic White Wines"
"Mas Blanch I Jové 2009 Saó Expressiu Red","Medium-Bodied Red Wines"
"Valentina Cubi 2006 Riserva Morar","Full-Bodied Red Wines"
"Durigutti 2012 Red","Medium-Bodied Red Wines"
"Santa Sofia 2007 Gioè","Full-Bodied Red Wines"
"Aldegheri 2007 Il Groto Red","Medium-Bodied Red Wines"
"V. Sattui 2014 La Merica Red","Full-Bodied Red Wines"
"Gård 2012 Don Isidro Red","Medium-Bodied Red Wines"
"Giorgio Meletti Cavallari 2013 Borgeri","Medium-Bodied Red Wines"
"Pieve Vecchia 2009 Le Zere White","Light-Bodied White Wines"
"Spann Vineyards 2006 Mo Zin Red","Medium-Bodied Red Wines"
"Château Bouissel 2008 Classic Red","Medium-Bodied Red Wines"
"Torrevento 2009 Bacca Rara White","Full-Bodied White Wines"
"Elios 2009 Mediterranean Red Red","Medium-Bodied Red Wines"
"Sean Thackrey NV Pleiades XIX Old Vines Red","Medium-Bodied Red Wines"
"Sean Thackrey 2008 Orion Rossi Vineyard Red","Full-Bodied Red Wines"
"Almaviva 2007 Red","Full-Bodied Red Wines"
"Librandi 2007 Le Passule 500ml White","Aromatic White Wines"
"Valle Azul 2006 Cuvée Don Vito Red","Medium-Bodied Red Wines"
"Andriano 2009 Santa Maddalena Red","Medium-Bodied Red Wines"
"Badia a Coltibuono 2009 Cancelli Red","Medium-Bodied Red Wines"
"Terre di Balbia 2006 Balbium Red","Full-Bodied Red Wines"
"Hedges 2014 C.M.S. Red","Medium-Bodied Red Wines"
"Angosto 2014 La Tribu Red","Medium-Bodied Red Wines"
"Callaway 2011 Profonde Winemaker's Reserve Red","Full-Bodied Red Wines"
"Michel-Schlumberger 2013 Deux Terres Estate Red","Full-Bodied Red Wines"
"Ninety+ 2013 Super Cuvee Lot 95 Red","Full-Bodied Red Wines"
"Scott Harvey 2013 Three Stags Red","Medium-Bodied Red Wines"
"Johann Heinrich 2006 Terra O. Red","Full-Bodied Red Wines"
"Brian Carter Cellars 2005 Byzance Red Wine Red","Full-Bodied Red Wines"
"Castello di Bossi 2003 Vin San Laurentino White","Dessert & Fortified Wines"
"Lapostolle 2009 Clos Apalta Red","Full-Bodied Red Wines"
"Donnafugata 2011 Mille e Una Notte","Full-Bodied Red Wines"
"St. Francis 2005 Red","Medium-Bodied Red Wines"
"Righteous 2007 Red Wine Red","Full-Bodied Red Wines"
"Dario Coos 2008 Ramandolo","Dessert & Fortified Wines"
"Vina Robles 2006 Red Huerhuero Red","Medium-Bodied Red Wines"
"Buil & Giné 2013 Giné Giné Red","Full-Bodied Red Wines"
"Foundry 2012 Proprietary Red","Medium-Bodied Red Wines"
"Decugnano dei Barbi 2011 Decugnano Bianco","Full-Bodied White Wines"
"Angel Vine 2015 The Cluster Fus Red","Full-Bodied Red Wines"
"Clos Figueras 2005 Font de la Figuera Red","Full-Bodied Red Wines"
"Sequillo 2005 5 Red","Full-Bodied Red Wines"
"Albino Armani 2009 Amarone della Valpolicella","Full-Bodied Red Wines"
"Villa Mora 2008 Riserva","Full-Bodied Red Wines"
"Willm 2009 Gentil Réserve White","Aromatic White Wines"
"Peter Lehmann 2008 Clancy's Shiraz-Cabernet Sauvignon-Merlot Red","Full-Bodied Red Wines"
"Stark Raving NV White","Light-Bodied White Wines"
"Bota Box 2011 RedVolution Red","Medium-Bodied Red Wines"
"Armida 2010 Il Campo Estate Field Red","Medium-Bodied Red Wines"
"Mount Pleasant Winery NV Villagio Off Dry White","Light-Bodied White Wines"
"Bodegas Medina 2011 Jaloco Roble Red","Full-Bodied Red Wines"
"Watts 2006 Los Robles Vineyard Volt From the Blue Red","Medium-Bodied Red Wines"
"San Antonio 2008 Heritage Blanc Estate Select White","Full-Bodied White Wines"
"William Grassie 2011 Libération Red","Medium-Bodied Red Wines"
"Zull 2011 Schrattenthal 9 Red","Full-Bodied Red Wines"
"Gerovassiliou 2008 Avaton Red","Full-Bodied Red Wines"
"Estate Biblia Chora 2009 Biblinos Oenos Red","Full-Bodied Red Wines"
"Bergevin Lane 2010 Calico Red","Medium-Bodied Red Wines"
"Graham Beck 2006 The William Red","Full-Bodied Red Wines"
"oops 2008 Cabernet Franc Carmenère Red","Medium-Bodied Red Wines"
"Dalla Valle 1999 Maya Red","Full-Bodied Red Wines"
"Nanni Copé 2008 Sabbie di Sopra il Bosco Red","Full-Bodied Red Wines"
"Errazuriz 2008 The Blend Limited Edition Red","Full-Bodied Red Wines"
"Boekenhoutskloof 2008 The Chocolate Block Red","Full-Bodied Red Wines"
"Maculan 2010 Brentino Red","Medium-Bodied Red Wines"
"Trenza 2010 Blanco White","Aromatic White Wines"
"Michael David 2010 Petite Petit Red","Medium-Bodied Red Wines"
"Barrel Oak 2009 Tour'ga Franc Reserve Red","Full-Bodied Red Wines"
"Gilbert Cellars 2008 the pilgrim Red","Medium-Bodied Red Wines"
"Stark Raving NV Red","Medium-Bodied Red Wines"
"Fields Family 2011 Il Ladro Red","Medium-Bodied Red Wines"
"Gradis'ciutta 2011 Bratinis White","Aromatic White Wines"
"Livio Felluga 2011 Terre Alte","Aromatic White Wines"
"Château Élan 2013 Les Petits Red","Medium-Bodied Red Wines"
"Beast 2013 Wildebeest Red","Full-Bodied Red Wines"
"Conclusion 2015 The Storyteller Proprietary White","Aromatic White Wines"
"Domaine Serene 2014 Grand Cheval Oregon Red","Full-Bodied Red Wines"
"Tsantali 2009 Metoxi X Single Vineyard Xinomavro-Limnio-Cabernet Sauvignon Red","Full-Bodied Red Wines"
"Dirler-Cadé 2011 Edelzwicker Réserve White","Aromatic White Wines"
"Waterbrook 2011 Melange Red","Medium-Bodied Red Wines"
"Saladini Pilastri 2012 Montetinello","Medium-Bodied Red Wines"
"Three Rivers 2012 River's Red","Medium-Bodied Red Wines"
"Tenuta Sette Cieli 2012 Indaco Red","Full-Bodied Red Wines"
"Castello Banfi 2013 Summus Red","Full-Bodied Red Wines"
"Olivier Rivière 2015 Gabaxo","Medium-Bodied Red Wines"
"Terroir Al Límit 2014 Pedra de Guix White","Full-Bodied White Wines"
"Los Padres 2016 Red","Medium-Bodied Red Wines"
"Baer 2014 Callisto Red","Medium-Bodied Red Wines"
"Netzl 2014 Edles Tal Red","Medium-Bodied Red Wines"
